Province,year,age_inf,rate,rate_CI_lower,rate_CI_upper,disease_type,hospitalisation,popul_denom,age
Free State,2011-2016,1,10226.4,7537.3,13881.3,SARI,FALSE,100000,1m
Free State,2011-2016,2,7287.8,5229.7,10007.2,SARI,FALSE,100000,2m
Free State,2011-2016,3,6441.5,4558.3,8962.9,SARI,FALSE,100000,3m
Free State,2011-2016,4,6134.2,4116.2,8651.3,SARI,FALSE,100000,4m
Free State,2011-2016,5,3901.8,2618.3,5799.8,SARI,FALSE,100000,5m
Free State,2011-2016,6,4241.8,2829.4,6188.3,SARI,FALSE,100000,6m
Free State,2011-2016,7,2884.7,1824.3,4437.7,SARI,FALSE,100000,7m
Free State,2011-2016,8,1926.9,1182.6,2963.4,SARI,FALSE,100000,8m
Free State,2011-2016,9,1636.2,891.5,2695.1,SARI,FALSE,100000,9m
Free State,2011-2016,10,1604.4,877.8,2595.4,SARI,FALSE,100000,10m
Free State,2011-2016,11,1493,795.2,2521.6,SARI,FALSE,100000,11m
Free State,2011-2016,12,1030.5,668.5,1619.2,SARI,FALSE,100000,12-14m
Free State,2011-2016,13,1030.5,668.5,1619.2,SARI,FALSE,100000,12-14m
Free State,2011-2016,14,1030.5,668.5,1619.2,SARI,FALSE,100000,12-14m
Free State,2011-2016,15,719.5,450.3,1154.6,SARI,FALSE,100000,15-17m
Free State,2011-2016,16,719.5,450.3,1154.6,SARI,FALSE,100000,15-17m
Free State,2011-2016,17,719.5,450.3,1154.6,SARI,FALSE,100000,15-17m
Free State,2011-2016,18,522.3,275.7,834,SARI,FALSE,100000,18-20m
Free State,2011-2016,19,522.3,275.7,834,SARI,FALSE,100000,18-20m
Free State,2011-2016,20,522.3,275.7,834,SARI,FALSE,100000,18-20m
Free State,2011-2016,21,718.3,312.4,1204.8,SARI,FALSE,100000,21-23m
Free State,2011-2016,22,718.3,312.4,1204.8,SARI,FALSE,100000,21-23m
Free State,2011-2016,23,718.3,312.4,1204.8,SARI,FALSE,100000,21-23m
Free State,2011-2016,24,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,25,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,26,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,27,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,28,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,29,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,30,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,31,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,32,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,33,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,34,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,35,177.3,112,265.3,SARI,FALSE,100000,24-35m
Free State,2011-2016,36,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,37,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,38,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,39,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,40,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,41,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,42,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,43,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,44,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,45,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,46,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,47,86.6,38.6,154.6,SARI,FALSE,100000,36-47m
Free State,2011-2016,48,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,49,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,50,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,51,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,52,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,53,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,54,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,55,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,56,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,57,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,58,88.9,41,155.8,SARI,FALSE,100000,48-59m
Free State,2011-2016,59,88.9,41,155.8,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,0,8260.2,5272.5,11844.1,SARI,FALSE,100000,0m
Western Cape,2011-2016,1,8301.5,6010,11183.3,SARI,FALSE,100000,1m
Western Cape,2011-2016,2,5905,4191,8205.1,SARI,FALSE,100000,2m
Western Cape,2011-2016,3,5232.2,3664.2,7411.1,SARI,FALSE,100000,3m
Western Cape,2011-2016,4,4966,3310.8,7168.8,SARI,FALSE,100000,4m
Western Cape,2011-2016,5,3161.2,2068.4,4627.5,SARI,FALSE,100000,5m
Western Cape,2011-2016,6,3454.8,2349.9,5071.2,SARI,FALSE,100000,6m
Western Cape,2011-2016,7,2326.6,1432.4,3588.6,SARI,FALSE,100000,7m
Western Cape,2011-2016,8,1568.6,952,2423.4,SARI,FALSE,100000,8m
Western Cape,2011-2016,9,1329.5,708.1,2222.6,SARI,FALSE,100000,9m
Western Cape,2011-2016,10,1306.1,714.9,2113.2,SARI,FALSE,100000,10m
Western Cape,2011-2016,11,1213.1,624.9,2018.1,SARI,FALSE,100000,11m
Western Cape,2011-2016,12,810.9,531.1,1244.3,SARI,FALSE,100000,12-14m
Western Cape,2011-2016,13,810.9,531.1,1244.3,SARI,FALSE,100000,12-14m
Western Cape,2011-2016,14,810.9,531.1,1244.3,SARI,FALSE,100000,12-14m
Western Cape,2011-2016,15,569.3,346.1,876.5,SARI,FALSE,100000,15-17m
Western Cape,2011-2016,16,569.3,346.1,876.5,SARI,FALSE,100000,15-17m
Western Cape,2011-2016,17,569.3,346.1,876.5,SARI,FALSE,100000,15-17m
Western Cape,2011-2016,18,413.6,221.9,650.1,SARI,FALSE,100000,18-20m
Western Cape,2011-2016,19,413.6,221.9,650.1,SARI,FALSE,100000,18-20m
Western Cape,2011-2016,20,413.6,221.9,650.1,SARI,FALSE,100000,18-20m
Western Cape,2011-2016,21,567.9,246.5,1010.7,SARI,FALSE,100000,21-23m
Western Cape,2011-2016,22,567.9,246.5,1010.7,SARI,FALSE,100000,21-23m
Western Cape,2011-2016,23,567.9,246.5,1010.7,SARI,FALSE,100000,21-23m
Western Cape,2011-2016,24,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,25,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,26,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,27,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,28,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,29,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,30,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,31,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,32,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,33,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,34,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,35,137.2,87.4,210.3,SARI,FALSE,100000,24-35m
Western Cape,2011-2016,36,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,37,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,38,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,39,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,40,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,41,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,42,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,43,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,44,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,45,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,46,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,47,67.1,30.4,118.9,SARI,FALSE,100000,36-47m
Western Cape,2011-2016,48,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,49,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,50,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,51,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,52,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,53,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,54,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,55,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,56,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,57,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,58,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Western Cape,2011-2016,59,67.9,31.6,120.9,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,0,8328.7,5285.5,11767.9,SARI,FALSE,100000,0m
Eastern Cape,2011-2016,1,8362.6,6117.1,11274,SARI,FALSE,100000,1m
Eastern Cape,2011-2016,2,5943.6,4295.2,8170.2,SARI,FALSE,100000,2m
Eastern Cape,2011-2016,3,5271.6,3748.4,7375,SARI,FALSE,100000,3m
Eastern Cape,2011-2016,4,5008.2,3414.8,7267.9,SARI,FALSE,100000,4m
Eastern Cape,2011-2016,5,3188.6,2061.4,4817.2,SARI,FALSE,100000,5m
Eastern Cape,2011-2016,6,3472.7,2299.8,4943.1,SARI,FALSE,100000,6m
Eastern Cape,2011-2016,7,2348.6,1449.3,3651.7,SARI,FALSE,100000,7m
Eastern Cape,2011-2016,8,1580.8,940.8,2466.2,SARI,FALSE,100000,8m
Eastern Cape,2011-2016,9,1335.3,723.7,2207.5,SARI,FALSE,100000,9m
Eastern Cape,2011-2016,10,1311.9,728.1,2093.7,SARI,FALSE,100000,10m
Eastern Cape,2011-2016,11,1220.4,645.8,2075.1,SARI,FALSE,100000,11m
Eastern Cape,2011-2016,12,843.6,547.8,1292.3,SARI,FALSE,100000,12-14m
Eastern Cape,2011-2016,13,843.6,547.8,1292.3,SARI,FALSE,100000,12-14m
Eastern Cape,2011-2016,14,843.6,547.8,1292.3,SARI,FALSE,100000,12-14m
Eastern Cape,2011-2016,15,586.8,363.3,888.1,SARI,FALSE,100000,15-17m
Eastern Cape,2011-2016,16,586.8,363.3,888.1,SARI,FALSE,100000,15-17m
Eastern Cape,2011-2016,17,586.8,363.3,888.1,SARI,FALSE,100000,15-17m
Eastern Cape,2011-2016,18,425.9,227.9,684.2,SARI,FALSE,100000,18-20m
Eastern Cape,2011-2016,19,425.9,227.9,684.2,SARI,FALSE,100000,18-20m
Eastern Cape,2011-2016,20,425.9,227.9,684.2,SARI,FALSE,100000,18-20m
Eastern Cape,2011-2016,21,590.4,264.9,1009.3,SARI,FALSE,100000,21-23m
Eastern Cape,2011-2016,22,590.4,264.9,1009.3,SARI,FALSE,100000,21-23m
Eastern Cape,2011-2016,23,590.4,264.9,1009.3,SARI,FALSE,100000,21-23m
Eastern Cape,2011-2016,24,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,25,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,26,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,27,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,28,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,29,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,30,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,31,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,32,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,33,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,34,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,35,143.1,91.3,215.6,SARI,FALSE,100000,24-35m
Eastern Cape,2011-2016,36,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,37,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,38,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,39,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,40,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,41,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,42,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,43,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,44,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,45,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,46,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,47,70.2,32.5,125.6,SARI,FALSE,100000,36-47m
Eastern Cape,2011-2016,48,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,49,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,50,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,51,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,52,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,53,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,54,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,55,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,56,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,57,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,58,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Eastern Cape,2011-2016,59,71.4,33.8,123.6,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,0,9497.2,6211.9,13484.7,SARI,FALSE,100000,0m
Northern Cape,2011-2016,1,9581.8,6885,13070.6,SARI,FALSE,100000,1m
Northern Cape,2011-2016,2,6801.6,4874.3,9483.2,SARI,FALSE,100000,2m
Northern Cape,2011-2016,3,6028,4193.8,8264.5,SARI,FALSE,100000,3m
Northern Cape,2011-2016,4,5684,3858.3,8266.7,SARI,FALSE,100000,4m
Northern Cape,2011-2016,5,3634.5,2403.4,5520.8,SARI,FALSE,100000,5m
Northern Cape,2011-2016,6,3984.6,2658.9,5777.3,SARI,FALSE,100000,6m
Northern Cape,2011-2016,7,2700.4,1687.7,4106.4,SARI,FALSE,100000,7m
Northern Cape,2011-2016,8,1790.7,1066.3,2784.7,SARI,FALSE,100000,8m
Northern Cape,2011-2016,9,1515.7,817.9,2552.7,SARI,FALSE,100000,9m
Northern Cape,2011-2016,10,1488.8,815.1,2459.6,SARI,FALSE,100000,10m
Northern Cape,2011-2016,11,1369.2,779,2341.9,SARI,FALSE,100000,11m
Northern Cape,2011-2016,12,930.6,612.8,1446.1,SARI,FALSE,100000,12-14m
Northern Cape,2011-2016,13,930.6,612.8,1446.1,SARI,FALSE,100000,12-14m
Northern Cape,2011-2016,14,930.6,612.8,1446.1,SARI,FALSE,100000,12-14m
Northern Cape,2011-2016,15,669,391.6,1000.4,SARI,FALSE,100000,15-17m
Northern Cape,2011-2016,16,669,391.6,1000.4,SARI,FALSE,100000,15-17m
Northern Cape,2011-2016,17,669,391.6,1000.4,SARI,FALSE,100000,15-17m
Northern Cape,2011-2016,18,477,259,765.8,SARI,FALSE,100000,18-20m
Northern Cape,2011-2016,19,477,259,765.8,SARI,FALSE,100000,18-20m
Northern Cape,2011-2016,20,477,259,765.8,SARI,FALSE,100000,18-20m
Northern Cape,2011-2016,21,667.4,297.9,1158.6,SARI,FALSE,100000,21-23m
Northern Cape,2011-2016,22,667.4,297.9,1158.6,SARI,FALSE,100000,21-23m
Northern Cape,2011-2016,23,667.4,297.9,1158.6,SARI,FALSE,100000,21-23m
Northern Cape,2011-2016,24,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,25,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,26,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,27,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,28,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,29,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,30,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,31,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,32,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,33,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,34,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,35,157.7,106.9,240.3,SARI,FALSE,100000,24-35m
Northern Cape,2011-2016,36,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,37,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,38,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,39,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,40,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,41,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,42,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,43,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,44,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,45,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,46,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,47,78.6,36.8,140.3,SARI,FALSE,100000,36-47m
Northern Cape,2011-2016,48,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,49,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,50,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,51,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,52,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,53,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,54,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,55,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,56,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,57,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,58,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Northern Cape,2011-2016,59,82.6,41.5,144.9,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,0,7729.7,4999.9,10961.9,SARI,FALSE,100000,0m
Limpopo,2011-2016,1,7754.7,5682.8,10661.9,SARI,FALSE,100000,1m
Limpopo,2011-2016,2,5510.7,3982.2,7579.1,SARI,FALSE,100000,2m
Limpopo,2011-2016,3,4892.8,3433.1,6767.9,SARI,FALSE,100000,3m
Limpopo,2011-2016,4,4640.3,3083.1,6605.1,SARI,FALSE,100000,4m
Limpopo,2011-2016,5,2953.4,1949.7,4386.9,SARI,FALSE,100000,5m
Limpopo,2011-2016,6,3227.6,2149.9,4664.3,SARI,FALSE,100000,6m
Limpopo,2011-2016,7,2185.5,1347.4,3401.7,SARI,FALSE,100000,7m
Limpopo,2011-2016,8,1463,881.1,2217.9,SARI,FALSE,100000,8m
Limpopo,2011-2016,9,1234.4,679,2115,SARI,FALSE,100000,9m
Limpopo,2011-2016,10,1220.6,667.6,1944,SARI,FALSE,100000,10m
Limpopo,2011-2016,11,1129.5,612.5,1960.2,SARI,FALSE,100000,11m
Limpopo,2011-2016,12,769.2,505,1178.8,SARI,FALSE,100000,12-14m
Limpopo,2011-2016,13,769.2,505,1178.8,SARI,FALSE,100000,12-14m
Limpopo,2011-2016,14,769.2,505,1178.8,SARI,FALSE,100000,12-14m
Limpopo,2011-2016,15,536.6,324.6,830.2,SARI,FALSE,100000,15-17m
Limpopo,2011-2016,16,536.6,324.6,830.2,SARI,FALSE,100000,15-17m
Limpopo,2011-2016,17,536.6,324.6,830.2,SARI,FALSE,100000,15-17m
Limpopo,2011-2016,18,392,205.2,617.8,SARI,FALSE,100000,18-20m
Limpopo,2011-2016,19,392,205.2,617.8,SARI,FALSE,100000,18-20m
Limpopo,2011-2016,20,392,205.2,617.8,SARI,FALSE,100000,18-20m
Limpopo,2011-2016,21,541.2,235.3,920.6,SARI,FALSE,100000,21-23m
Limpopo,2011-2016,22,541.2,235.3,920.6,SARI,FALSE,100000,21-23m
Limpopo,2011-2016,23,541.2,235.3,920.6,SARI,FALSE,100000,21-23m
Limpopo,2011-2016,24,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,25,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,26,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,27,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,28,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,29,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,30,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,31,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,32,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,33,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,34,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,35,130.5,83.4,196.8,SARI,FALSE,100000,24-35m
Limpopo,2011-2016,36,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,37,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,38,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,39,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,40,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,41,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,42,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,43,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,44,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,45,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,46,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,47,64.8,29.9,115.6,SARI,FALSE,100000,36-47m
Limpopo,2011-2016,48,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,49,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,50,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,51,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,52,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,53,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,54,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,55,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,56,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,57,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,58,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Limpopo,2011-2016,59,65.9,30.3,117.1,SARI,FALSE,100000,48-59m
Mpumalanga,2011-2016,0,4150.9,2634.5,5933.1,SARI,FALSE,100000,0m
Mpumalanga,2011-2016,1,4182.9,2972.8,5648.5,SARI,FALSE,100000,1m
Mpumalanga,2011-2016,2,2960.9,2120.9,4180.7,SARI,FALSE,100000,2m
Mpumalanga,2011-2016,3,2642.7,1851.7,3727.7,SARI,FALSE,100000,3m
Mpumalanga,2011-2016,4,2506.4,1654.1,3689.8,SARI,FALSE,100000,4m
Mpumalanga,2011-2016,5,1587.4,1037.1,2352.1,SARI,FALSE,100000,5m
Mpumalanga,2011-2016,6,1734.2,1165.9,2522.5,SARI,FALSE,100000,6m
Mpumalanga,2011-2016,7,1172.9,708.9,1861.7,SARI,FALSE,100000,7m
Mpumalanga,2011-2016,8,800.9,477.4,1236.8,SARI,FALSE,100000,8m
Mpumalanga,2011-2016,9,662,344.9,1102.1,SARI,FALSE,100000,9m
Mpumalanga,2011-2016,10,659.2,367.2,1066.4,SARI,FALSE,100000,10m
Mpumalanga,2011-2016,11,601.5,338.2,1029.9,SARI,FALSE,100000,11m
Mpumalanga,2011-2016,12,421.5,272.9,653.2,SARI,FALSE,100000,12-14m
Mpumalanga,2011-2016,13,421.5,272.9,653.2,SARI,FALSE,100000,12-14m
Mpumalanga,2011-2016,14,421.5,272.9,653.2,SARI,FALSE,100000,12-14m
Mpumalanga,2011-2016,15,292.2,176.4,460.7,SARI,FALSE,100000,15-17m
Mpumalanga,2011-2016,16,292.2,176.4,460.7,SARI,FALSE,100000,15-17m
Mpumalanga,2011-2016,17,292.2,176.4,460.7,SARI,FALSE,100000,15-17m
Mpumalanga,2011-2016,18,213.9,111,351.2,SARI,FALSE,100000,18-20m
Mpumalanga,2011-2016,19,213.9,111,351.2,SARI,FALSE,100000,18-20m
Mpumalanga,2011-2016,20,213.9,111,351.2,SARI,FALSE,100000,18-20m
Mpumalanga,2011-2016,21,299.1,129.2,509.2,SARI,FALSE,100000,21-23m
Mpumalanga,2011-2016,22,299.1,129.2,509.2,SARI,FALSE,100000,21-23m
